16:58:59 23.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UpdateTime: ID=File deliver, timestamp=2024-12-23 16:58:59.354989
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/second/average, TASK_ID=second, USER_ID=Smart student, name=average, rating=0.70833
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/second/deadline, TASK_ID=second, USER_ID=Smart student, name=deadline, rating=0.25,
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for TaskScore
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Smart student/attendance, TASK_ID=, USER_ID=Smart student, name=attendance, rating=0.0, timestamp
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Smart student/average, TASK_ID=, USER_ID=Smart student, name=average, rating=0.3194444444444445, 
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Smart student/deadline, TASK_ID=, USER_ID=Smart student, name=deadline, rating=0.25, timestamp=20
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored FinalScore: ID=Smart student, TASK_ID=, USER_ID=Smart student, rating=Хорошо, timestamp=2024-12-24 13:04:02.6534
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/first/attendance, TASK_ID=first, USER_ID=Beautiful student, name=attendance, ra
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/first/average, TASK_ID=first, USER_ID=Beautiful student, name=average, rating=0
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/first/deadline, TASK_ID=first, USER_ID=Beautiful student, name=deadline, rating
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/second/attendance, TASK_ID=second, USER_ID=Beautiful student, name=attendance, 
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/second/average, TASK_ID=second, USER_ID=Beautiful student, name=average, rating
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Beautiful student/second/deadline, TASK_ID=second, USER_ID=Beautiful student, name=deadline, rati
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for TaskScore
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Beautiful student/attendance, TASK_ID=, USER_ID=Beautiful student, name=attendance, rating=0.0, t
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Beautiful student/average, TASK_ID=, USER_ID=Beautiful student, name=average, rating=0.3194444444
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=Beautiful student/deadline, TASK_ID=, USER_ID=Beautiful student, name=deadline, rating=0.25, time
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored FinalScore: ID=Beautiful student, TASK_ID=, USER_ID=Beautiful student, rating=Хорошо, timestamp=2024-12-24 13:04
